aurl	title	TotalKorean	EnglishRoot	ChineseRoot	KoreanRoot	UnknownRoot	EnglishRootList	ChineseRootList
http://www.iybrb.com/news/content/2019-07/03/61_363014.html	한국, 일본에 ‘경제보복’ 조치 철회 촉구-연변일보 Yanbian Daily	110	0	81	29	0	[]	['대응', '책', '중', '신화통신', '한국', '외교부', '한국', '정부', '한국', '수출', '반도체', '소제', '대해', '규제', '일본정부', '최근', '선언', '우려', '표', '일본', '조치', '철회', '촉구', '한국', '외교부', '대변인', '정례', '기자회견', '일본', '조치', '한일', '관계', '극적', '영향', '한국', '유감', '표', '한국', '정부', '조치', '한국', '경제', '영향', '분석', '관련', '기업', '협력', '대응', '책', '한국', '여론', '일본', '한일', '간', '외교', '문제', '경제', '무역', '분야', '확대', '한일', '량국', '관계', '악화', '지적', '업계', '인사', '일본', '제한', '조치', '기적', '한국', '반도체', '생산', '부정', '영향', '일본', '반도체', '산업', '영향', '분석']
http://www.iybrb.com/news/content/2019-06/29/61_362441.html	[송중기-송혜교 파경] ‘세기의 커플’ 련애부터 리혼까지…-연변일보 Yanbian Daily	354	14	171	164	5	['드라마', '드라마', '커플', '팬미팅', '게스트', '발리', '호텔', '호텔', '아이유', '콘서트', '프로필', '코리아', '드릴', '인터넷']	['한국', '배우', '상대로', '가정법원', '리혼', '조정', '신청', '변호인', '통해', '소식', '전', '해드려', '리혼', '조정', '절차', '진행', '고', '따져가며', '비난', '하기', '리혼', '절차', '하기를', '희망', '고', '부부', '태양', '후예', '통해', '연인', '발전', '결혼', '부부', '연', '개월', '각자', '현실', '부부', '태양', '후예', '연', '중국', '성도', '초대', '려행', '목격담', '제기', '부인', '소속사', '통해', '결혼', '소식', '전', '당시', '소속사', '전', '소식', '전하', '점', '대해', '량해', '부부', '인연', '결혼식', '예정', '내용', '신라', '결혼식', '여명', '하객', '축하', '평생', '약속', '결혼식', '신혼', '려행', '관람', '미국', '지인', '결혼식', '동반', '참석', '자신', '사진', '사진', '결혼반지', '리혼', '제기', '리혼', '부정', '공식', '리혼', '립', '전문', '아껴주시는', '소식', '전', '해드리게', '전', '리혼', '조정', '절차', '진행', '따져가며', '비난', '하기보다는', '리혼', '절차', '하기를', '희망', '사생활', '대한', '점', '량해', '지금', '상처', '연기자', '작품', '활동', '최선', '하여', '작품', '보답', '감사합니다', '배우', '립', '전문', '안녕하십니까', '소속사', '소식', '인사', '현재', '당사', '배우', '남편', '고민', '리혼', '절차', '사유', '성격', '차이', '극복', '하지', '부득이', '결정', '외', '구체', '내용', '배우', '사생활', '이기', '확인', '점', '량해', '구합', '위해', '자극', '보도', '추측', '댓글', '등', '자제', '심려', '향후', '인사', '노력', '감사합니다', '연변', '일보', '사업', '부']
http://www.iybrb.com/news/content/2019-06/29/61_362442.html	송중기-송혜교 이혼조정에 아시아 전체 연일 떠들썩!-연변일보 Yanbian Daily	392	18	194	170	10	['진행중', '드라마', '루머', '루머', '아이디', '커플', '아시아', '블로그', '사이트', '뉴스', '아시아', '톱뉴스', '온라인', '루머', '톱스타', '메시지', '웨딩카', '인터넷']	['배우', '이혼', '조정', '대한', '관심', '한', '출연', '소환', '상태', '연루', '대하', '소속사', '측은', '전혀', '사실', '무근', '강경', '대응', '예고', '역시', '자체', '수집', '등', '대응', '의', '이혼', '소식', '전반', '화제', '과거', '궁합', '조명', '한국', '사주', '논리', '여행', '운영', '사주', '철학가', '석호', '씨', '지난', '결혼', '궁합', '해당', '내용', '이별', '수가', '결혼', '이혼', '당사자', '결정', '운', '혼수', '극복', '공표', '파경', '소식', '업계', '관계자', '정말', '충격', '반응', '중국', '파경', '소식', '공유', '상황', '오전', '기준', '실시간', '매체', '별', '관련', '보도', '한류', '관련', '예측', '발생', '만우절', '반응', '파경', '소식', '직후', '원인', '분석', '추측', '소문', '확산', '원색', '비난', '이혼', '조정', '신청', '재산', '분배', '문제', '추측', '내용', '일단', '측은', '이혼', '절차', '돌입', '사실', '외', '입장', '측', '자료', '사유', '성격', '차이', '외', '내용', '사생활', '이기', '확인', '자극', '보도', '추측', '댓글', '자제', '내용', '보면', '대해', '대응', '입장', '영화', '만난', '이혼', '언급', '응원', '자신', '통해', '선택', '존중', '최고', '선택', '결혼', '당시', '사진', '게재', '친분', '지난', '결혼식', '직접', '참석', '축하', '당시', '사진', '게재', '결혼식', '진주', '보석', '협찬', '사', '등', '허례', '의식', '내', '본', '건', '행동', '혜교', '정리', '맹세', '할', '고', '사실', '하지', '진짜', '시집간다', '고', '하기도', '한편', '연기', '활동', '치유', '연대기', '출연', '중이', '영화', '승리', '호', '촬영', '영화', '안나', '출연', '검토', '중이', '연변', '일보', '사업', '부']
http://www.iybrb.com/news/content/2019-09/02/61_371449.html	조선관원, “미국과의 대화 기대 점차 소실”-연변일보 Yanbian Daily	96	6	63	24	3	['폼페이', '국무장관', '폼페이', '국무장관', '폼페이', '국무장관']	['조치', '검토', '경고', '평양', '신화통신', '조선', '최', '외무성', '부상', '미국', '대화', '기대', '점점', '미국', '일부', '행위', '감안', '조선', '지금', '취한', '조치', '검토', '경고', '최', '부상', '성명', '발표', '미국', '오', '비리', '성적', '발언', '조선', '대한', '모독', '지적', '미국', '퇴역군인', '협회', '주최', '한', '행사', '오', '조선', '불량', '행위', '간과', '해서는', '최', '부상', '오', '선', '대화', '복구', '준비', '조미', '실무', '협상', '조미', '관계', '한층', '악화시켰다고', '표']
http://www.iybrb.com/news/content/2019-08/19/61_369484.html	조선 매체, 미한 합동군사훈련 규탄-연변일보 Yanbian Daily	165	1	127	36	1	['싱가포르']	['조선', '매체', '합동', '군사훈련', '규탄', '조선', '상대로', '한', '조선', '매체', '미국', '한국', '진행', '합동', '군사훈련', '조미', '정상', '회동', '한', '관련', '약속', '조선', '상대로', '한', '전쟁', '시연', '국가', '주권', '존엄', '수호', '하기', '위해', '조선', '부득이', '대응조치', '취하', '규탄', '조선', '중앙', '통신', '실어', '합동', '군사훈련', '중지', '상이', '회담', '판문점', '회동', '약속', '문제', '지적', '합동', '군사훈련', '조미', '동성', '대한', '무시', '도전', '침략', '성격', '감출', '강조', '미국', '조선', '반복', '경고', '명기', '지적', '조선', '최고', '인민', '회의', '상임', '위원회', '내각', '기관지', '민주', '조선', '도', '론설', '발표', '합동', '군사훈련', '조선', '자극', '조선', '반도', '평화', '안정', '대화', '문제', '해결', '립', '당국', '군사', '적대시', '행동', '계속', '조선', '대화', '동력', '점차', '표', '조선', '중앙', '통신', '조선', '최고', '지도자', '오전', '신형', '무기', '시험', '발사', '재차', '지도', '조선', '최근', '수차', '진행', '무기', '시험', '발사', '중', '최신', '차례', '소개']
http://www.iybrb.com/news/content/2019-07/17/61_364805.html	“미한 합동군사연습조미 실무협상에 영향”-연변일보 Yanbian Daily	135	2	109	22	2	['트럼프', '싱가포르']	['조선', '외무성', '대변인', '지적', '평양', '신화통신', '미국', '한국', '일단', '동맹', '합동', '군사연습', '가동', '하면', '미실', '무협', '영향', '조선', '외무성', '대변인', '지적', '조선', '중앙', '통신', '대변인', '상이', '판문점', '회', '동한', '계기', '미실', '무협', '의사', '일정', '지금', '미국', '조선', '최고', '령도자', '한', '약속', '어기', '한국', '동맹', '합동', '군사연습', '진행', '하려', '시도', '군사연습', '현실', '경우', '조미', '실무', '협상', '영향', '지적', '전', '조선', '외무성', '대변인', '발표', '담화', '미국', '한국', '진행', '하려', '계획', '동맹', '합동', '군사연습', '실질', '조선', '상대로', '한', '전쟁', '시연', '규탄', '대변인', '미국', '대통령', '조미', '정상회담', '판문점', '회담', '직접', '합동', '군사연습', '중단', '약속', '미국', '합동', '군사연습', '재개', '하려', '시도', '조미', '동성', '본정신', '대한', '연한', '위반', '조선', '대한', '로골', '압박', '조선', '경각성', '유지']
http://www.iybrb.com/news/content/2019-08/19/61_369488.html	조선 미국 끊임없는 “힘”자랑...그 진실은?-연변일보 Yanbian Daily	588	21	407	154	6	['미사일', '카드', '카드', '아시아', '미사일', '카드', '미사일', '싱크', '센터', '미사일', '라운드', '보이', '트럼프', '미사일', '트럼프', '트럼프', '트럼프', '미사일', '트럼프', '하노이', '트럼프']	['조미', '량국', '반도', '비핵화', '공동', '인식', '달성', '전', '조선', '발사', '한미', '합동', '군사연습', '상대', '압력', '가해', '비핵화', '담판', '협상', '쟁취', '하기', '조미', '쌍방', '상대', '압력', '가하는', '동시', '여지', '대화', '담판', '통해', '정치', '수단', '핵', '문제', '해결', '쌍방', '공동', '인식', '북경', '신화통신', '한국', '군', '조선', '발사체', '매', '발사', '조선', '진행', '발사', '진행', '한미', '합동', '군사연습', '간주', '전문가', '조선', '미국', '한편', '발사', '합동', '군사연습', '각축', '한편', '협상', '쟁취', '하기', '위해', '여지', '향후', '쌍방', '분쟁', '효과', '동인', '모색', '문제', '해결', '관건', '분석', '최근', '조선', '발사', '활동', '전개', '차례', '발사', '각기', '진행', '조선', '만약', '합동', '군사연습', '고집', '조선', '미국', '사업', '협상', '영향', '미국', '한국', '경고', '조선', '중앙', '통신사', '진행', '발사', '호전', '한국', '군', '최근', '공격', '무기', '입하', '합동', '군사연습', '강행', '대한', '경고', '보도', '조선', '번', '경고', '불구', '미국', '한국', '계획', '합동', '군사연습', '전개', '조선', '외무성', '대변인', '한미', '합동', '군사연습', '조미', '동성', '조선', '한국', '선언', '위반', '비난', '조선', '조치', '미국', '한국', '전적', '책임져야', '중국', '사회과학', '태평양', '세계', '전략', '연구원', '왕준', '생', '연구원', '조선', '최근', '진행', '발사', '활동', '국방력', '량', '발전', '목적', '미국', '양보', '자극', '분석', '왕준', '생', '연구원', '조미', '량국', '반도', '비핵화', '동인', '달성', '조선', '발사', '한미', '합동', '군사연습', '상대', '압력', '가해', '비핵화', '담판', '협상', '쟁취', '하기', '조선', '지난', '번', '발사', '발사체', '사거리', '단거리', '발사체', '조선', '신형', '전술', '유도', '무기', '조종', '방사포', '주장', '미국', '일본', '한국', '단거리', '주장', '미국', '미국', '안전', '겸직', '고급', '연구원', '김도연', '조선', '단거리', '선택', '발사', '태도', '보여', '국면', '조미', '담판', '전개', '동시', '미국', '자극', '하지', '분석', '미국', '보면', '미국', '조선', '경고', '무시', '군사연습', '고집', '조선', '발사', '활동', '태도', '미국', '대통령', '조선', '단거리', '발사', '행위', '위원장', '달성', '협의', '어기', '표', '미국', '국방', '장관', '미국', '조선', '발사', '활동', '반응', '취하', '대화', '대문', '계속', '열어', '표', '대통령', '백악관', '조선', '최고', '지도자', '편지', '위원장', '편지', '한미', '합동', '군사연습', '대한', '불만', '토로', '대통령', '편지', '적극', '내용', '인정', '대통령', '조선', '장거리', '핵실험', '진행', '하지', '강조', '위원장', '회담', '표', '전문가', '위원장', '편지', '대통령', '편지', '내용', '공개', '관련', '립', '조선', '단거리', '발사체', '발사', '미국', '태도', '등등', '쌍방', '압력', '가하는', '동시', '여지', '의미', '전문가', '대화', '담판', '통해', '정치', '수단', '핵', '문제', '해결', '쌍방', '동인', '조미', '지도자', '회담', '무산', '후', '미관', '반도', '비핵화', '담판', '교착상태', '판문점', '대통령', '위원장', '회견', '대화', '담판', '기회', '쌍방', '협상', '가동', '진전', '담판', '미국', '핵', '포기', '하지', '제재', '완화', '하지', '조선', '요구', '조선', '단계', '별', '행동', '대', '행동', '원칙', '견', '지하', '단번', '거래', '하지', '표', '왕준', '생', '연구원', '쌍방', '상호', '신뢰', '쟁점', '상황', '비핵화', '담판', '미국', '조선', '합리', '관심', '제공', '쌍방', '각', '노력', '비핵화', '방식', '목표', '쟁점', '완화', '할', '반도', '문제', '해결', '관건', '표']
http://www.iybrb.com/news/content/2019-07/22/61_365433.html	조선, 제19기 지방인민회의 의원 선거 진행-연변일보 Yanbian Daily	114	0	86	25	3	[]	['조선', '기', '지방', '인민', '회의', '의원', '선거', '진행', '평양', '신화통신', '조선', '기', '지방', '인민', '회의', '의원', '선거', '선거', '통해', '조선', '전국', '각', '도', '직할시', '시', '구', '군', '인민', '회의', '의원', '선출', '평양', '김정숙', '방직', '공장', '내', '투표소', '현지', '주민', '질서', '서', '투표', '현장', '적지', '명절', '복장', '조선', '헌법', '규정', '지방', '인민', '회의', '의원', '보편', '평등', '직접', '선거', '원칙', '투표', '방식', '선출', '지방', '인민', '회의', '임기', '지방', '국민', '발전', '계획', '집행', '지방', '예산', '집행', '심사', '비준', '본급', '인민', '위원회', '위원장', '부위', '원장', '선거하거나', '면직', '등', '직권', '행사']
http://www.iybrb.com/news/content/2019-07/13/61_364255.html	한국 일본에 수출규제 철회 요구-연변일보 Yanbian Daily	167	7	127	31	2	['제네바', '제네바', '시스템', '스마트폰', '칩', '칩', '디스플레이']	['자유', '평등', '무역', '정신', '신화통신', '세계', '무역', '기구', '상품', '무역', '리', '사회', '한국', '측은', '한국', '상대로', '시행', '반도체', '부품', '수출', '규제', '철회', '할', '일본', '요구', '한국', '측은', '일본', '실시', '수출', '규제', '전자제품', '글로벌', '가치', '교란', '글로벌', '기업', '일본', '기업', '영향', '경고', '일본', '행위', '세계', '무역', '기구', '회원', '노력', '수호', '해온', '자유', '평등', '무역', '정신', '대해', '일본', '측은', '최근', '취한', '조치', '무역', '수출입', '금지', '사항', '해당', '하지', '안보', '관련', '수출', '점검', '차원', '회답', '일본', '측은', '단지', '과거', '한국', '적용', '간소화', '수속', '과정', '정상', '조정', '세계', '무역', '기구', '규칙', '결코', '위반', '반박', '이번', '규제', '대상', '한국', '대외', '수출', '반도체', '부품', '해당', '부품', '등', '산업', '주요', '원자재', '한국', '전문가', '한국', '기업', '일본', '반도체', '부품', '소비자', '동시', '저장', '주요', '공급', '만약', '부품', '수입', '제한', '제품', '생산', '차질', '영향', '초래', '할', '주장']
http://www.iybrb.com/news/content/2019-01/07/61_339807.html	2019년 세계 정세 관심사-연변일보 Yanbian Daily	442	30	312	93	7	['수리아', '수리아', '수리아', '이란', '수리아', '수리아', '수리아', '이스라엘', '사우디아라비아', '수리아', '이란', '수리아', '수리아', '싱가포르', '유럽', '유럽', '유럽', '유럽', '유럽', '유럽', '유럽', '프랑스', '유럽', '유럽', '유럽', '트럼프', '팀', '트럼프', '트럼프', '공화당']	['풍운', '변화', '일련', '초점', '문제', '모순', '갈등', '남아있다', '위기', '해결', '위기', '해결', '정부', '등', '지원', '대부분', '국토', '수복', '미국', '돌연', '선포', '국면', '미국', '대한', '영향력', '포기', '전략', '추진', '합쳐', '영향력', '배제', '토이기', '경내', '대해', '무력', '사용', '여부', '은', '변수', '남아있다', '지역', '내', '국가', '각축', '한', '문제', '중동', '정치', '도의', '초점', '남아있을', '핵', '문제', '중국', '국제사회', '적극', '추진', '정세', '변화', '발생', '미국', '조선', '지도자', '회담', '제재', '해제', '핵', '포기', '절차', '쟁의', '존재', '상황', '미조', '지도자', '회담', '후', '쌍방', '담판', '난국', '미국', '조선', '상호', '신뢰', '구축', '하여', '비핵화', '문제', '돌파', '변수', '남아있다', '영국', '련맹', '탈퇴', '추세', '영국', '련맹', '탈퇴', '최후', '기한', '탈퇴', '전의', '전망', '상황', '사안', '국내', '정치', '외교', '방향', '련맹', '역시', '준엄', '도전', '직면', '련맹', '탈퇴', '협의', '초안', '의회', '채택', '영국', '기정', '절차', '탈퇴', '수속', '협의', '초안', '부결', '담판', '성과', '수포', '영국', '무협', '상태', '련맹', '탈퇴', '영국', '련맹', '탈퇴', '협의', '초안', '대해', '재차', '담판', '가동', '영국', '차', '공민', '투표', '진행', '영국', '일방', '탈퇴', '청구', '철회', '할지에', '대한', '변수', '존재', '혼란', '격화', '발생', '여파', '등지', '번지', '일부', '국가', '하층', '민중', '불안', '불만', '정도', '루', '관련', '국가', '안정', '역시', '시련', '취업', '소득', '복지', '물가', '상승', '복합', '작용', '백성', '생활', '계속', '관련', '국가', '실질', '개혁', '추진', '할', '능력', '동력', '상황', '의', '력량', '궐기', '민생', '이민', '난제', '혼란', '상황', '내통', '혐의', '조사', '미국', '민주당', '국회', '하원', '통제', '하면', '내통', '혐의', '대한', '조사', '각', '론쟁', '치렬', '관련', '조사', '대통령', '핵심', '접근', '내통', '혐의', '죄명', '본인', '언급', '하지', '현직', '대통령', '기소', '여부', '대해', '서도', '미국', '법률', '쟁의', '계속', '상원', '통제', '상황', '민주당', '인사', '대통령', '탄핵', '하기까지는', '경제', '무역', '마찰', '경제', '무역', '마찰', '완화', '여부', '세인', '주목', '미국', '도발', '국제', '경제', '무역', '마찰', '세계', '경제', '복구', '진척', '애하', '한해', '세계', '경제', '최대', '쟁점', '무역', '긴장', '정세', '완화', '여부', '집중', '무역', '마찰', '금융', '투자', '산업', '분야', '일련', '련쇄반응', '세계', '대', '경제', '체인', '미국', '중국', '수반', '달성', '합의', '관철', '사안', '담판', '무역', '문제', '해결', '장기', '안정', '발전', '추진', '문제', '전망', '영향', '신화통신']
http://www.iybrb.com/news/content/2019-06/29/61_362452.html	조선, “미국 대 조선 적대시 정책 견지” 비난-연변일보 Yanbian Daily	162	4	120	38	0	['보이', '폼페이', '싱가포르', '하든']	['미국', '제재', '압박', '굴복', '하지', '평양', '신화통신', '조선', '외무성', '대변인', '담화', '발표', '미국', '대', '조선', '적대시', '정책', '견지', '비난', '조선', '미국', '제재', '압박', '굴복', '하지', '적대시', '정책', '계속', '유지', '한', '조선', '미국', '관계', '개선', '비핵화', '목표', '실현', '지적', '조선', '중앙', '통신사', '보도', '대변인', '미국', '최근', '인신매매', '보고', '국제', '종교', '자유', '보고', '조선', '비방', '등', '조선', '대한', '적대', '태도', '대변인', '오', '미국', '최근', '대한', '제재', '조선', '경제', '영향', '등', '문제', '대해', '지적', '대변인', '조미', '정상', '련', '합성', '대한', '정면', '도발', '대', '조선', '적대시', '행위', '절정', '지적', '대변인', '사실', '증명', '미국', '제재', '타격', '조선', '굴복', '야심', '변화', '심해지고', '량국', '정상', '신형', '량국', '관계', '구축', '위해', '노력', '조선', '적대시', '정책', '제정', '미국', '정치', '좌우', '지하', '한', '량국', '관계', '개선', '비핵화', '등', '목표', '실현']
http://www.iybrb.com/news/content/2019-08/26/61_370439.html	한국, 한일 "군사정보보호협정" 종료 결정-연변일보 Yanbian Daily	197	2	144	51	0	['채널', '채널']	['한국', '한일', '군사', '협정', '종료', '결정', '일본', '한국', '정부', '항의', '신화통신', '한국', '정부', '한일', '군사', '정보', '보호', '협정', '종료', '하기로', '결정', '일본', '정부', '외교', '통해', '한국', '정부', '항의', '한국', '청와대', '국가안보실', '관원', '일본', '근거', '제시', '하지', '한국', '일본', '신뢰', '훼손', '안보', '상의', '문제', '발생', '리유', '한국', '백색', '국가', '명단', '제외', '량국', '안보', '협력', '환경', '변화', '초래', '상황', '한국', '정부', '안보', '군사', '정보', '교류', '목적', '체결', '협정', '지속', '한국', '국가', '리익', '부합', '판단', '고', '협정', '의', '근거', '연장', '통보', '시한', '외교', '통해', '일본', '정부', '통보', '할', '예정', '한국', '협정', '종료', '통보', '일본', '외무', '주일', '한국', '대사', '소환', '한국', '항의', '전', '외무', '한국', '결정', '현', '안보', '환경', '대한', '판이', '유감', '표명', '한국', '협정', '종료', '하기로', '결정', '일본', '대', '한국', '수출', '규제', '문제', '전적', '별개', '문제', '한국', '리유', '고', '일본', '언론', '한국', '협정', '종료', '결정', '향후', '조선', '문제', '한', '협력', '영향', '관계', '지속', '악화', '면치', '할', '분석']
http://www.iybrb.com/news/content/2019-01/15/61_340826.html	명절분위기로 흥성이는 평양-연변일보 Yanbian Daily	102	0	62	35	5	[]	['평양', '봉사', '업체', '흥', '평양', '백화점', '보통강', '백화점', '광복', '지구', '상업', '중심', '등', '상업', '봉사', '단위', '상품', '봉사', '업체', '명절', '기간', '특별', '봉사', '하여', '증가', '찬', '방과', '대들도', '구매', '청', '류관', '평양', '대동강', '수산물', '식당', '각', '도', '특산', '식당', '급', '봉사', '업체', '평양', '랭면', '등', '민족', '음식', '명료', '리', '봉사', '하여', '현대', '종합', '문화', '후생', '시설', '식당', '류경', '창광', '고객', '봉사', '외신']
http://www.iybrb.com/news/content/2019-01/15/61_340936.html	한국, 바다서 사라진 명태 크기 상관없이 못 잡는다-연변일보 Yanbian Daily	128	3	90	34	1	['프로젝트', '모니터링', '인터넷']	['한국', '희귀', '해진', '명태', '위해', '포획', '년', '금지', '한국', '해양수산부', '내용', '담은', '수산', '자원', '관리', '법', '시행', '령', '개정안', '국무회의', '통과', '명태', '포획', '전면', '금지', '한국', '해양수산부', '고갈', '명태', '자원', '회복', '위해', '인공', '종자', '어린', '명태', '방류', '등', '명태', '진행', '명태', '년', '어획량', '정도', '중반', '기록', '이후', '연간', '어획량', '해수부', '수산', '자원', '정책', '과장', '최근', '명태', '단위', '등', '소식', '국민', '생선', '명태', '자원', '보호', '이번', '명태', '년', '포획', '금지', '기간', '신설', '명태', '효과', '보호', '자원량', '지속', '해서', '자원', '회복', '금지', '기간', '해제', '여부', '검토', '할', '연변', '일보', '사업', '부', '외신']
http://www.iybrb.com/news/content/2019-01/08/61_340069.html	“북남관계 조미관계의 부속물 되지 말아야”-연변일보 Yanbian Daily	117	1	83	32	1	['론']	['조선', '로동신문', '강조', '평양', '신화통신', '중앙', '위원회', '기관지', '로동신문', '은', '평원', '발표', '하여', '북남관계', '미관', '부속', '여서', '강조', '미국', '북남관계', '발전', '속도', '간섭', '대', '조선', '적대시', '정책', '견지', '비판', '북남', '쌍방', '량', '관계', '발전', '추동할', '호소', '북남관계', '변화', '발생', '따져놓고', '보면', '형식', '내용', '침체', '상태', '놓여있다고', '지적', '북남', '쌍방', '달성', '합의', '실제', '리행', '문제', '존재', '원인', '미국', '북남관계', '개선', '지지', '사실', '방해', '미국', '태도', '근원', '대', '조선', '적대시', '정책', '지적', '북남관계', '미국', '대', '조선', '적대시', '정책', '희생', '여서', '북남', '쌍방', '북남관계', '발전', '속도']
http://www.iybrb.com/news/content/2019-07/01/61_362585.html	정전 66년만에 남.북.미 정상 판문점서 상봉-연변일보 Yanbian Daily	346	23	190	126	7	['트럼프', '트럼프', '하노이', '트럼프', '트럼프', '만나', '하노이', '트럼프', '트럼프', '트럼프', '트럼프', '트럼프', '트럼프', '하노이', '트럼프', '트럼프', '만나', '팀', '마이크', '폼페이', '국무장관', '트럼프', '인터넷']	['미국', '대통령', '조선', '국무위원', '전격', '판문점', '남', '자유', '차', '조', '정상회담', '정전', '이후', '판문점', '만난', '대통령', '미국', '현직', '대통령', '최초', '군사분계선', '조선', '동시', '남', '북', '정상', '판문점', '극적', '이후', '조선', '비핵화', '협상', '재개', '조건', '대통령', '청와대', '한미', '정상회담', '대통령', '비무장지대', '초소', '방문', '량국', '정상', '자유', '이동', '대통령', '오후', '북경시', '이하', '북경시', '판문점', '남', '통일', '각', '위원장', '악수', '정상', '만난', '차', '조', '정상회담', '이후', '대통령', '위원장', '안내', '조선', '기념', '촬영', '위원장', '남', '오후', '회동', '문', '대통령', '합류', '남', '북', '정상', '간', '성사', '오전', '대통령', '통해', '위원장', '회', '전격', '제안', '한지', '일이', '위원장', '과거', '장소', '적대', '관계', '평화', '악수', '자체', '표현', '대통령', '지금껏', '발전', '관계', '의미', '고', '화답', '대통령', '위원장', '희망', '백악관', '방문', '할', '차', '조', '정상회담', '제안', '정상', '자유', '이동', '대통령', '위원장', '정상회담', '당초', '대통령', '방문', '전', '위원장', '만날', '고', '조', '정상', '회담', '긴', '단독', '회담', '대통령', '청와대', '국가안보실', '등', '자유', '내의', '별도', '공간', '회담', '결과', '차', '조', '정상회담', '오후', '대통령', '대통령', '위원장', '위원장', '대통령', '기자', '미국', '조선', '실무', '구성', '해서', '비핵화', '협상', '시작', '할', '오', '미국', '대', '조선', '정책', '특별', '대표', '할', '차', '조', '정상회담', '대통령', '경기도', '오산', '공군기지', '연설', '한', '박', '방한', '일정', '미국', '연변', '일보', '사업', '부', '외신']
http://www.iybrb.com/news/content/2019-02/16/61_344616.html	청와대, 트럼프 방위비 분담금인상 요구에 립장 표명-연변일보 Yanbian Daily	200	3	146	48	3	['트럼프', '트럼프', '트럼프']	['분담', '금', '인상', '여부', '협상', '결정', '신화통신', '한국', '대통령', '부', '청와대', '미국', '대통령', '최근', '한국', '미군', '방위', '분담', '금', '인상', '동의', '관련', '한국', '분담', '금', '인상', '할', '필요', '여부', '한미', '량국', '협상', '해서', '합의', '립', '표명', '대통령', '백악관', '회의', '한미', '방위', '분담', '문제', '언급', '한국', '응당', '방위', '분담', '지불', '할', '동의', '청와대', '대변인', '기자회견', '관련', '문제', '대답', '가', '서명', '방위', '의문', '기한', '한미', '량국', '기존', '합의', '연기', '협상', '하여', '결정', '할', '한국', '분담', '금', '인상', '여부', '한미', '량국', '협상', '정해', '분담', '금', '현', '수준', '유지', '할', '수도', '한편', '현지', '언론', '한국', '외교', '장관', '해외', '방문', '언론', '대통령', '해당', '금액', '언급', '배경', '파악', '량국', '달성', '합', '의문', '강조', '한미', '량국', '대표', '방위', '비분', '특별', '협정', '가', '서명', '협정', '근거', '한국', '미군', '방위', '전해', '대비', '인상', '협정', '유효', '한국', '여론', '보편', '한미', '량국', '방위', '분담', '관련', '일시', '타협', '협정', '만기', '이후', '미국', '한국', '분담', '금', '인상', '할', '우려']
http://www.iybrb.com/news/content/2019-02/16/61_344613.html	한국 자동차 생산량 3년째 하락-연변일보 Yanbian Daily	116	0	87	28	1	[]	['수출', '량', '감소', '신화통신', '최근', '발표', '집계', '한국', '자동차', '생산량', '감소', '한국', '감소', '대의', '자동차', '생산', '한국', '자동차', '생산량', '하락', '집계', '한국', '자동차', '수출량', '감소', '한국', '자동차', '수출량', '감소', '기록', '한국', '매체', '보도', '자동차', '생산량', '련속', '하락', '한국', '지난', '인도', '자동차', '생산', '량', '세계', '위로', '한국', '자동차', '산업', '협회', '로사', '관계', '긴장', '시장', '구조', '경직', '한국', '자동차', '산업', '비용', '효률', '상태', '장기', '생산', '단계', '한국', '자동차', '업계', '경쟁력', '약화', '원인', '작용', '진단', '한국', '자동차', '산업', '협회', '정부', '정책', '지원', '기업', '혁신', '통해', '한국', '자동차', '산업', '경쟁력', '촉구']
